start_node_id,end_node_id,relationship_type,weight
97703442,Computer science,HAS_FOS,0.42667
97703442,Decision support system,HAS_FOS,0.66943
97703442,Knowledge management,HAS_FOS,0.47244
97703442,Strategic planning,HAS_FOS,0.50764
97703442,Management science,HAS_FOS,0.46165
1971773085,Information system,HAS_FOS,0.45314
1971773085,Electronic data interchange,HAS_FOS,0.66367
1971773085,Soft systems methodology,HAS_FOS,0.45949
1971773085,Information technology,HAS_FOS,0.46349
1971773085,Computer science,HAS_FOS,0.4217
1971773085,Knowledge management,HAS_FOS,0.43669
1971773085,Information security,HAS_FOS,0.45848
1971773085,Business model,HAS_FOS,0.48542
1971773085,Strategic information system,HAS_FOS,0.46467
1971773085,Technical standard,HAS_FOS,0.51116
1971773085,Management science,HAS_FOS,0.4254
1965163152,Discrete mathematics,HAS_FOS,0.46501
1965163152,Graph,HAS_FOS,0.0
1965163152,Combinatorics,HAS_FOS,0.45798
1965163152,Quadratic residue,HAS_FOS,0.57967
1965163152,Algebra,HAS_FOS,0.46547
1965163152,Quadratic equation,HAS_FOS,0.50988
1965163152,Proof theory,HAS_FOS,0.58622
1965163152,Philosophy of language,HAS_FOS,0.45271
1965163152,Mathematical proof,HAS_FOS,0.58284
1965163152,Zero-knowledge proof,HAS_FOS,0.60283
1965163152,Mathematics,HAS_FOS,0.42933
1509606339,Fifth-generation programming language,HAS_FOS,0.55378
1509606339,Robot control,HAS_FOS,0.54466
1509606339,Programming language,HAS_FOS,0.47291
1509606339,Computer science,HAS_FOS,0.45916
1509606339,Programming style,HAS_FOS,0.52699
1509606339,Software prototyping,HAS_FOS,0.53637
1509606339,High-level programming language,HAS_FOS,0.55447
1509606339,Real-time Control System Software,HAS_FOS,0.54937
1509606339,Control flow analysis,HAS_FOS,0.56688
1509606339,Software development,HAS_FOS,0.54105
1531128672,Computer vision,HAS_FOS,0.45859
1531128672,Steganography,HAS_FOS,0.48323
1531128672,Visualization,HAS_FOS,0.48769
1531128672,Computer science,HAS_FOS,0.42841
1531128672,Discrete cosine transform,HAS_FOS,0.5039
1531128672,Support vector machine,HAS_FOS,0.53071
1531128672,Image processing,HAS_FOS,0.4901
1531128672,JPEG,HAS_FOS,0.55131
1531128672,Artificial intelligence,HAS_FOS,0.0
1531128672,Classifier (linguistics),HAS_FOS,0.50448
1531128672,Linear classifier,HAS_FOS,0.55182
1496259920,Discrete mathematics,HAS_FOS,0.44339
1496259920,Computer science,HAS_FOS,0.3799
1496259920,Finite state processes,HAS_FOS,0.0
1496259920,Quotient,HAS_FOS,0.48231
1496259920,Decidability,HAS_FOS,0.52532
1496259920,Branching bisimulation,HAS_FOS,0.0
1496259920,Graph reduction,HAS_FOS,0.45046
1496259920,Branching (version control),HAS_FOS,0.0
1484059545,Programming language,HAS_FOS,0.46085
1484059545,Horn clause,HAS_FOS,0.67113
1484059545,Definite clause grammar,HAS_FOS,0.63714
1484059545,Second-order logic,HAS_FOS,0.56046
1484059545,Computer science,HAS_FOS,0.44235
1484059545,Automated theorem proving,HAS_FOS,0.54568
1484059545,Algorithm,HAS_FOS,0.43395
1484059545,First-order logic,HAS_FOS,0.56409
1484059545,Prolog,HAS_FOS,0.62015
1484059545,Logic programming,HAS_FOS,0.63077
1484059545,Skolem normal form,HAS_FOS,0.58364
1600993531,Rule-based machine translation,HAS_FOS,0.50034
1600993531,Graph,HAS_FOS,0.0
1600993531,Architecture,HAS_FOS,0.44874
1600993531,Programming language,HAS_FOS,0.47132
1600993531,Computer science,HAS_FOS,0.46443
1600993531,Theoretical computer science,HAS_FOS,0.47562
1600993531,Software,HAS_FOS,0.48622
1600993531,Graph rewriting,HAS_FOS,0.58962
1600993531,Software architecture,HAS_FOS,0.53785
1600993531,Control reconfiguration,HAS_FOS,0.47418
1591035257,Brainstorming,HAS_FOS,0.56942
1591035257,Ideation,HAS_FOS,0.0
1591035257,Computer science,HAS_FOS,0.41865
1591035257,Support system,HAS_FOS,0.0
1591035257,Fluency,HAS_FOS,0.46562
1591035257,Laboratory experiment,HAS_FOS,0.0
1591035257,Knowledge management,HAS_FOS,0.45772
1591035257,Software,HAS_FOS,0.41926
1591035257,Creativity,HAS_FOS,0.53679
1591035257,Software quality,HAS_FOS,0.47059
1591035257,Management science,HAS_FOS,0.44535
1600297185,Program optimization,HAS_FOS,0.49488
1600297185,Information system,HAS_FOS,0.41095
1600297185,Logic program,HAS_FOS,0.0
1600297185,Negation,HAS_FOS,0.46867
1600297185,Computer science,HAS_FOS,0.45207
1600297185,Algorithm,HAS_FOS,0.46055
1600297185,Theoretical computer science,HAS_FOS,0.46588
1600297185,Data integrity,HAS_FOS,0.50596
1600297185,Circumscription,HAS_FOS,0.48455
1600297185,Operator (computer programming),HAS_FOS,0.51466
1600297185,Monotone polygon,HAS_FOS,0.54592
1600297185,Database,HAS_FOS,0.42142
1597549781,Database-centric architecture,HAS_FOS,0.59261
1597549781,Software engineering,HAS_FOS,0.47483
1597549781,Multilayered architecture,HAS_FOS,0.57486
1597549781,Computer science,HAS_FOS,0.46592
1597549781,Software architecture description,HAS_FOS,0.60375
1597549781,Software system,HAS_FOS,0.57634
1597549781,Reference architecture,HAS_FOS,0.60207
1597549781,Software architecture,HAS_FOS,0.60277
1597549781,Software architecture recovery,HAS_FOS,0.68671
1597549781,Architectural pattern,HAS_FOS,0.66349
1847105887,Data point,HAS_FOS,0.45895
1847105887,Discrete mathematics,HAS_FOS,0.45495
1847105887,Ellipsoid,HAS_FOS,0.4471
1847105887,Curve fitting,HAS_FOS,0.51322
1847105887,Polynomial,HAS_FOS,0.4988
1847105887,Algebraic curve,HAS_FOS,0.55922
1847105887,Computational geometry,HAS_FOS,0.47642
1847105887,Solid modeling,HAS_FOS,0.40319
1847105887,Mathematics,HAS_FOS,0.41601
1847105887,Bounded function,HAS_FOS,0.53532
1984680759,Boolean circuit,HAS_FOS,0.50377
1984680759,Secure multi-party computation,HAS_FOS,0.63803
1984680759,Cryptography,HAS_FOS,0.55363
1984680759,Computer science,HAS_FOS,0.47105
1984680759,Computer security,HAS_FOS,0.46118
1984680759,Theoretical computer science,HAS_FOS,0.46157
1984680759,Secure two-party computation,HAS_FOS,0.6583
1984680759,Scalability,HAS_FOS,0.51181
1984680759,Computation,HAS_FOS,0.49881
1976972725,T-norm fuzzy logics,HAS_FOS,0.64481
1976972725,Computer science,HAS_FOS,0.44088
1976972725,Concurrency,HAS_FOS,0.64187
1976972725,Automaton,HAS_FOS,0.4838
1976972725,Linear temporal logic,HAS_FOS,0.63486
1976972725,Theoretical computer science,HAS_FOS,0.45938
1976972725,Decidability,HAS_FOS,0.54348
1976972725,Reactive system,HAS_FOS,0.49337
1976972725,Process theory,HAS_FOS,0.43998
1976972725,Modal,HAS_FOS,0.46365
1551294670,Kernel (linear algebra),HAS_FOS,0.43113
1551294670,Adaptability,HAS_FOS,0.50701
1551294670,Systems engineering,HAS_FOS,0.46624
1551294670,Collaborative computing,HAS_FOS,0.0
1551294670,Software engineering,HAS_FOS,0.47497
1551294670,Computer science,HAS_FOS,0.4626
1551294670,Process modeling,HAS_FOS,0.55911
1565369953,Power analysis,HAS_FOS,0.54637
1565369953,Key exchange,HAS_FOS,0.50892
1565369953,Computer science,HAS_FOS,0.39576
1565369953,Cryptography,HAS_FOS,0.53485
1565369953,Smart card,HAS_FOS,0.46848
1565369953,Arithmetic,HAS_FOS,0.40358
1565369953,Cryptosystem,HAS_FOS,0.49728
1565369953,Encryption,HAS_FOS,0.50554
1565369953,Public-key cryptography,HAS_FOS,0.5371
1565369953,Elliptic curve,HAS_FOS,0.46137
1763482972,Multiple encryption,HAS_FOS,0.59358
1763482972,Computer science,HAS_FOS,0.44754
1763482972,Attribute-based encryption,HAS_FOS,0.71589
1763482972,Encryption,HAS_FOS,0.629
1763482972,Theoretical computer science,HAS_FOS,0.44544
1763482972,40-bit encryption,HAS_FOS,0.57316
1763482972,Probabilistic encryption,HAS_FOS,0.58975
1763482972,On-the-fly encryption,HAS_FOS,0.59039
1763482972,Filesystem-level encryption,HAS_FOS,0.56412
1763482972,56-bit encryption,HAS_FOS,0.55959
1572047767,Discrete mathematics,HAS_FOS,0.40983
1572047767,Computer science,HAS_FOS,0.46864
1572047767,Common knowledge,HAS_FOS,0.66808
1572047767,Theoretical computer science,HAS_FOS,0.46799
1572047767,Artificial intelligence,HAS_FOS,0.4606
1572047767,Hierarchy,HAS_FOS,0.4555
1572047767,Distributed computing,HAS_FOS,0.44586
1572047767,Computation,HAS_FOS,0.46313
1840149394,Synchronization,HAS_FOS,0.44486
1840149394,Terminology,HAS_FOS,0.52747
1840149394,Computer science,HAS_FOS,0.45993
1840149394,Real-time computing,HAS_FOS,0.43094
1840149394,Multimedia information,HAS_FOS,0.0
1840149394,Multimedia system,HAS_FOS,0.0
1840149394,Multimedia document,HAS_FOS,0.0
1840149394,Multimedia,HAS_FOS,0.47851
1840149394,Communication issues,HAS_FOS,0.0
1571236476,Authentication,HAS_FOS,0.53638
1571236476,Cryptography,HAS_FOS,0.51186
1571236476,Computer security,HAS_FOS,0.43206
1571236476,Computer science,HAS_FOS,0.43344
1571236476,Electronic cash,HAS_FOS,0.53514
1571236476,Ticket,HAS_FOS,0.48208
1571236476,Digital signature,HAS_FOS,0.50235
1571236476,Electronic funds transfer,HAS_FOS,0.49871
1571236476,Zero-knowledge proof,HAS_FOS,0.49052
1571236476,Provable security,HAS_FOS,0.50314
1566214218,Specification language,HAS_FOS,0.53641
1566214218,Programming language,HAS_FOS,0.45861
1566214218,UML tool,HAS_FOS,0.65833
1566214218,Unified Modeling Language,HAS_FOS,0.53053
1566214218,Computer science,HAS_FOS,0.44222
1566214218,Formal specification,HAS_FOS,0.52149
1566214218,Applications of UML,HAS_FOS,0.7301
1566214218,Object Constraint Language,HAS_FOS,0.77022
1566214218,Metamodeling,HAS_FOS,0.5655
1566214218,Class diagram,HAS_FOS,0.58412
1550971475,Computer support,HAS_FOS,0.0
1550971475,Unit of analysis,HAS_FOS,0.54321
1550971475,Computer-supported cooperative work,HAS_FOS,0.63474
1550971475,Cooperative work,HAS_FOS,0.0
1550971475,Computer science,HAS_FOS,0.43743
1550971475,Knowledge management,HAS_FOS,0.45349
1550971475,Human–computer interaction,HAS_FOS,0.45879
1490982477,Prime (order theory),HAS_FOS,0.57931
1490982477,Key generation,HAS_FOS,0.50389
1490982477,Heuristic,HAS_FOS,0.46035
1490982477,Prime number,HAS_FOS,0.62813
1490982477,Primality test,HAS_FOS,0.56144
1490982477,Provable prime,HAS_FOS,0.66902
1490982477,Cryptography,HAS_FOS,0.45972
1490982477,Computer science,HAS_FOS,0.42983
1490982477,Arithmetic,HAS_FOS,0.44476
1490982477,Theoretical computer science,HAS_FOS,0.43525
1490982477,Strong prime,HAS_FOS,0.67458
1537849967,Discrete mathematics,HAS_FOS,0.42363
1537849967,Block cipher,HAS_FOS,0.48505
1537849967,CBC-MAC,HAS_FOS,0.53718
1537849967,Computer science,HAS_FOS,0.37222
1537849967,Block cipher mode of operation,HAS_FOS,0.5842
1537849967,Algorithm,HAS_FOS,0.40281
1537849967,Ciphertext,HAS_FOS,0.4853
1537849967,Header,HAS_FOS,0.50973
1537849967,Authenticated encryption,HAS_FOS,0.50294
1537849967,EAX mode,HAS_FOS,0.72992
1537849967,Cryptographic nonce,HAS_FOS,0.46076
1974716766,Public access,HAS_FOS,0.0
1974716766,Public administration,HAS_FOS,0.47099
1974716766,Performance indicator,HAS_FOS,0.48816
1974716766,Information management,HAS_FOS,0.54684
1974716766,Economics,HAS_FOS,0.41142
1974716766,World Wide Web,HAS_FOS,0.44764
1974716766,Public relations,HAS_FOS,0.47341
1974716766,Open government,HAS_FOS,0.59618
1974716766,Information delivery,HAS_FOS,0.0
1974716766,Information Dissemination,HAS_FOS,0.54887
1974716766,Strategic planning,HAS_FOS,0.52268
1974716766,Government,HAS_FOS,0.55366
1528438050,Software deployment,HAS_FOS,0.55933
1528438050,Hardware security module,HAS_FOS,0.4655
1528438050,Computer security,HAS_FOS,0.46495
1528438050,Computer science,HAS_FOS,0.43683
1528438050,Software analysis pattern,HAS_FOS,0.50725
1528438050,Software security assurance,HAS_FOS,0.59957
1528438050,Commercial software,HAS_FOS,0.58169
1528438050,Software,HAS_FOS,0.50429
1528438050,Denial,HAS_FOS,0.42636
1528438050,Government,HAS_FOS,0.43801
1612310238,Information system,HAS_FOS,0.53094
1612310238,Software engineering,HAS_FOS,0.48444
1612310238,Reuse,HAS_FOS,0.4535
1612310238,Computer science,HAS_FOS,0.4739
1612310238,Process modeling,HAS_FOS,0.50494
1612310238,Requirements engineering,HAS_FOS,0.65098
1612310238,Formal specification,HAS_FOS,0.56296
1612310238,Computer-aided software engineering,HAS_FOS,0.59463
1977341827,Business process management,HAS_FOS,0.64414
1977341827,Workflow technology,HAS_FOS,0.77091
1977341827,Workflow Management Coalition,HAS_FOS,0.65747
1977341827,Systems engineering,HAS_FOS,0.45408
1977341827,Business process,HAS_FOS,0.59834
1977341827,Computer science,HAS_FOS,0.43402
1977341827,Knowledge management,HAS_FOS,0.46569
1977341827,XPDL,HAS_FOS,0.66702
1977341827,Workflow engine,HAS_FOS,0.77338
1977341827,Workflow management system,HAS_FOS,0.7291
1977341827,Workflow,HAS_FOS,0.65708
1977341827,Process management,HAS_FOS,0.47662
1573068452,Discrete mathematics,HAS_FOS,0.43673
1573068452,Finite field,HAS_FOS,0.43772
1573068452,Secret sharing,HAS_FOS,0.48699
1573068452,Computer science,HAS_FOS,0.40961
1573068452,Cryptography,HAS_FOS,0.46404
1573068452,Adversary model,HAS_FOS,0.64196
1573068452,Theoretical computer science,HAS_FOS,0.42485
1573068452,Adversary,HAS_FOS,0.49421
1573068452,Probability of error,HAS_FOS,0.0
1573068452,Advantage,HAS_FOS,0.6069
1573068452,Computation,HAS_FOS,0.4208
1753324106,Computation tree logic,HAS_FOS,0.70399
1753324106,Discrete mathematics,HAS_FOS,0.42626
1753324106,T-norm fuzzy logics,HAS_FOS,0.58996
1753324106,Substructural logic,HAS_FOS,0.58852
1753324106,Probabilistic CTL,HAS_FOS,0.60375
1753324106,Linear temporal logic,HAS_FOS,0.64108
1753324106,Many-valued logic,HAS_FOS,0.57894
1753324106,CTL*,HAS_FOS,0.63221
1753324106,Intermediate logic,HAS_FOS,0.59989
1753324106,Mathematics,HAS_FOS,0.39737
1500077521,Authentication,HAS_FOS,0.56265
1500077521,Identification scheme,HAS_FOS,0.58443
1500077521,Computer science,HAS_FOS,0.46646
1500077521,Cryptography,HAS_FOS,0.56718
1500077521,Smart card,HAS_FOS,0.54719
1500077521,Forking lemma,HAS_FOS,0.61907
1500077521,Digital signature,HAS_FOS,0.56026
1500077521,Theoretical computer science,HAS_FOS,0.45885
1500077521,Public-key cryptography,HAS_FOS,0.55272
1500077521,Distributed computing,HAS_FOS,0.45787
1500077521,Provable security,HAS_FOS,0.57668
1512388984,Pseudorandom function family,HAS_FOS,0.684
1512388984,Discrete mathematics,HAS_FOS,0.42814
1512388984,Block cipher,HAS_FOS,0.5307
1512388984,Cryptography,HAS_FOS,0.53973
1512388984,Computer science,HAS_FOS,0.4349
1512388984,Random oracle,HAS_FOS,0.52584
1512388984,Arithmetic,HAS_FOS,0.4445
1512388984,Encryption,HAS_FOS,0.49279
1512388984,Theoretical computer science,HAS_FOS,0.44046
1512388984,Hash function,HAS_FOS,0.53285
1512388984,Random seed,HAS_FOS,0.63638
1512388984,Pseudorandom number generator,HAS_FOS,0.63179
1593373400,Observable,HAS_FOS,0.42369
1593373400,Programming language,HAS_FOS,0.46007
1593373400,Constructive,HAS_FOS,0.53484
1593373400,Computer science,HAS_FOS,0.45733
1593373400,Formal description,HAS_FOS,0.0
1593373400,Formal specification,HAS_FOS,0.67889
1593373400,Functional dependency,HAS_FOS,0.49331
1593373400,Functional specification,HAS_FOS,0.65981
1982092505,Telecommunications network,HAS_FOS,0.46096
1982092505,Voting,HAS_FOS,0.43573
1982092505,Latency (engineering),HAS_FOS,0.43585
1982092505,Algorithm,HAS_FOS,0.43997
1982092505,Exploit,HAS_FOS,0.45622
1982092505,Fault tolerance,HAS_FOS,0.48262
1982092505,Probabilistic logic,HAS_FOS,0.49406
1982092505,Multicast,HAS_FOS,0.50812
1982092505,Mathematics,HAS_FOS,0.382
1982092505,Communications protocol,HAS_FOS,0.49451
1570977890,Ontology (information science),HAS_FOS,0.4761
1570977890,Ontology,HAS_FOS,0.45345
1570977890,Query language,HAS_FOS,0.48187
1570977890,Process ontology,HAS_FOS,0.47062
1570977890,Computer science,HAS_FOS,0.45619
1570977890,Software,HAS_FOS,0.48027
1570977890,Component-based software engineering,HAS_FOS,0.51985
1570977890,RDF,HAS_FOS,0.46835
1570977890,Scalability,HAS_FOS,0.48924
1570977890,Distributed computing,HAS_FOS,0.44891
1688777878,Artifact-centric business process model,HAS_FOS,0.64215
1688777878,Business process management,HAS_FOS,0.65242
1688777878,Business process,HAS_FOS,0.61234
1688777878,Computer science,HAS_FOS,0.4513
1688777878,Process modeling,HAS_FOS,0.58744
1688777878,Imperative programming,HAS_FOS,0.56558
1688777878,Business process modeling,HAS_FOS,0.6689
1688777878,Business process discovery,HAS_FOS,0.6295
1688777878,Business Process Model and Notation,HAS_FOS,0.64609
1688777878,Process management,HAS_FOS,0.46184
1579343146,Proposition,HAS_FOS,0.44645
1579343146,Exponential function,HAS_FOS,0.43168
1579343146,Computer science,HAS_FOS,0.46778
1579343146,Expert system,HAS_FOS,0.53618
1579343146,Mathematical theory,HAS_FOS,0.57599
1579343146,Artificial intelligence,HAS_FOS,0.47096
1579343146,Machine learning,HAS_FOS,0.4587
1579343146,Problem space,HAS_FOS,0.0
1793284863,Query optimization,HAS_FOS,0.61118
1793284863,Query language,HAS_FOS,0.60055
1793284863,Computer science,HAS_FOS,0.46359
1793284863,Range query (data structures),HAS_FOS,0.57272
1793284863,View,HAS_FOS,0.59477
1793284863,Spatial query,HAS_FOS,0.63609
1793284863,Online aggregation,HAS_FOS,0.60573
1793284863,Modular design,HAS_FOS,0.48346
1793284863,Database,HAS_FOS,0.46544
1793284863,Spatial database,HAS_FOS,0.57555
1531197527,Web development,HAS_FOS,0.66388
1531197527,Marketing management,HAS_FOS,0.59369
1531197527,Marketing research,HAS_FOS,0.61742
1531197527,World Wide Web,HAS_FOS,0.47765
1531197527,Business marketing,HAS_FOS,0.59808
1531197527,Computer science,HAS_FOS,0.44129
1531197527,Digital marketing,HAS_FOS,0.60644
1531197527,Internet presence management,HAS_FOS,0.67122
1531197527,E-commerce,HAS_FOS,0.62247
1531197527,Marketing,HAS_FOS,0.45193
1531197527,The Internet,HAS_FOS,0.63975
1492040731,Specification language,HAS_FOS,0.51995
1492040731,Resource management,HAS_FOS,0.69124
1492040731,Computer science,HAS_FOS,0.44971
1492040731,Human resource management system,HAS_FOS,0.61565
1492040731,Resource Management System,HAS_FOS,0.64139
1492040731,Resource allocation,HAS_FOS,0.63458
1492040731,Application programming interface,HAS_FOS,0.50309
1492040731,Systems architecture,HAS_FOS,0.54033
1492040731,Metacomputing,HAS_FOS,0.64991
1492040731,Distributed computing,HAS_FOS,0.4607
1965013462,Same-origin policy,HAS_FOS,0.59636
1965013462,Static web page,HAS_FOS,0.68914
1965013462,Programming language,HAS_FOS,0.45872
1965013462,Web page,HAS_FOS,0.6331
1965013462,Computer science,HAS_FOS,0.44774
1965013462,Web engineering,HAS_FOS,0.54317
1965013462,Web modeling,HAS_FOS,0.58685
1965013462,Web application,HAS_FOS,0.5552
1965013462,Dynamic web page,HAS_FOS,0.60518
1965013462,Web service,HAS_FOS,0.58017
1589525990,Service quality,HAS_FOS,0.47514
1589525990,Computer science,HAS_FOS,0.475
1589525990,Homogeneous,HAS_FOS,0.0
1589525990,Networking hardware,HAS_FOS,0.50914
1589525990,Access control,HAS_FOS,0.51462
1589525990,Concatenation,HAS_FOS,0.53148
1589525990,Network management,HAS_FOS,0.52594
1589525990,Distributed computing,HAS_FOS,0.46909
1545359038,Commonsense knowledge,HAS_FOS,0.51384
1545359038,Embedding,HAS_FOS,0.45776
1545359038,Negation,HAS_FOS,0.56252
1545359038,Computer science,HAS_FOS,0.43356
1545359038,Algorithm,HAS_FOS,0.42259
1545359038,Theoretical computer science,HAS_FOS,0.44516
1545359038,Abductive logic programming,HAS_FOS,0.72426
1545359038,Negation as failure,HAS_FOS,0.61439
1545359038,Circumscription,HAS_FOS,0.59493
1545359038,Non-monotonic logic,HAS_FOS,0.5979
1545359038,Logic programming,HAS_FOS,0.63959
1635116973,Distributive property,HAS_FOS,0.53344
1635116973,Discrete mathematics,HAS_FOS,0.44244
1635116973,Lisp,HAS_FOS,0.53079
1635116973,Guard (information security),HAS_FOS,0.42447
1635116973,Mathematics,HAS_FOS,0.40887
1635116973,Bilinear interpolation,HAS_FOS,0.43956
1825060070,Resource management,HAS_FOS,0.6904
1825060070,Reservation,HAS_FOS,0.48734
1825060070,Scheduling (computing),HAS_FOS,0.50893
1825060070,Computer science,HAS_FOS,0.46625
1825060070,Human resource management system,HAS_FOS,0.60921
1825060070,Theoretical computer science,HAS_FOS,0.44736
1825060070,Resource allocation (computer),HAS_FOS,0.62413
1825060070,Resource allocation,HAS_FOS,0.70746
1825060070,Distributed algorithm,HAS_FOS,0.59551
1825060070,Java,HAS_FOS,0.47738
1825060070,Database,HAS_FOS,0.46408
1825060070,Distributed computing,HAS_FOS,0.46192
1540223638,Degrees of freedom (statistics),HAS_FOS,0.45325
1540223638,Kinematics,HAS_FOS,0.51743
1540223638,Computer science,HAS_FOS,0.45199
1540223638,Algorithm,HAS_FOS,0.4592
1540223638,Diagram,HAS_FOS,0.47426
1540223638,Mechanism design,HAS_FOS,0.46865
1540223638,Artificial intelligence,HAS_FOS,0.0
1540223638,Vocabulary,HAS_FOS,0.47889
1540223638,Machine learning,HAS_FOS,0.44742
1540223638,Metric dimension,HAS_FOS,0.47287
1540223638,Computation,HAS_FOS,0.47348
1540223638,Qualitative reasoning,HAS_FOS,0.62131
1491262044,Discrete mathematics,HAS_FOS,0.44856
1491262044,Hyperelliptic curve,HAS_FOS,0.56162
1491262044,Finite field,HAS_FOS,0.52021
1491262044,Supersingular elliptic curve,HAS_FOS,0.72985
1491262044,Abelian variety,HAS_FOS,0.49343
1491262044,Tate pairing,HAS_FOS,0.50886
1491262044,Elliptic curve,HAS_FOS,0.53137
1491262044,Counting points on elliptic curves,HAS_FOS,0.6207
1491262044,Mathematics,HAS_FOS,0.41664
1491262044,Discrete logarithm,HAS_FOS,0.57435
1605152326,Global value numbering,HAS_FOS,0.5223
1605152326,Programming language,HAS_FOS,0.46858
1605152326,Control flow graph,HAS_FOS,0.54758
1605152326,Computer science,HAS_FOS,0.46149
1605152326,Imperative programming,HAS_FOS,0.53632
1605152326,Data-flow analysis,HAS_FOS,0.55835
1605152326,Partial redundancy elimination,HAS_FOS,0.53235
1605152326,Theoretical computer science,HAS_FOS,0.47947
1605152326,Semantic equivalence,HAS_FOS,0.65953
1605152326,Control flow analysis,HAS_FOS,0.5868
1605152326,Herbrand interpretation,HAS_FOS,0.54502
1811753873,Job shop scheduling,HAS_FOS,0.55796
1811753873,Petri net,HAS_FOS,0.7182
1811753873,Computer science,HAS_FOS,0.43719
1811753873,Scheduling (computing),HAS_FOS,0.52642
1811753873,Process architecture,HAS_FOS,0.64637
1811753873,Stochastic Petri net,HAS_FOS,0.77724
1811753873,Distributed computing,HAS_FOS,0.44484
